,id_caller,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,Type,jpg_url,img_num,Dog_Breed,favorite_count,retweet_count
656,791780927877898241,NaN,NaN,2016-10-27 23:17:38,Twitter for iPhone,RT @dog_rates: This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u,https://vine.co/v/5BYq6hmrEI3,11.0,10,Maddie,None,None,None,None,floofer,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,1,Siberian_husky,8461,2075
657,791774931465953280,NaN,NaN,2016-10-27 22:53:48,Vine - Make a Scene,Vine will be deeply missed. This was by far my favorite one. 14/10 https://t.co/roqIxCvEB3,https://vine.co/v/ea0OwvPTx9l,14.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,1,Lakeland_terrier,13576,3560
658,791672322847637504,NaN,NaN,2016-10-27 16:06:04,Twitter for iPhone,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,https://twitter.com/dog_rates/status/791672322847637504/photo/1,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,1,curly-coated_retriever,0,3978
659,791406955684368384,NaN,NaN,2016-10-26 22:31:36,Twitter for iPhone,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,https://twitter.com/dog_rates/status/791406955684368384/photo/1,12.0,10,Levi,None,None,None,None,floofer,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,1,vizsla,10008,2586
661,791026214425268224,NaN,NaN,2016-10-25 21:18:40,Twitter for iPhone,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,https://twitter.com/dog_rates/status/763837565564780549/photo/1,11.0,10,Alfie,None,None,None,None,floofer,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,1,whippet,11248,4594
662,790987426131050500,NaN,NaN,2016-10-25 18:44:32,Twitter for iPhone,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,https://twitter.com/dog_rates/status/790987426131050500/photo/1,12.0,10,Misty,None,None,None,None,floofer,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,1,English_springer,8143,1982
663,790946055508652032,NaN,NaN,2016-10-25 16:00:09,Twitter for iPhone,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,https://twitter.com/dog_rates/status/790946055508652032/photo/1,12.0,10,Betty,None,None,None,puppo,puppo,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,1,beagle,7329,2158
665,790698755171364864,NaN,NaN,2016-10-24 23:37:28,Twitter for iPhone,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,https://twitter.com/dog_rates/status/790698755171364864/photo/1,12.0,10,Mosby,None,None,None,None,floofer,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,1,English_setter,9309,2561
667,790337589677002753,NaN,NaN,2016-10-23 23:42:19,Twitter for iPhone,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,https://twitter.com/dog_rates/status/790337589677002753/photo/1,12.0,10,Maggie,None,None,None,None,floofer,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,1,Chihuahua,9854,2875
668,790277117346975746,NaN,NaN,2016-10-23 19:42:02,Twitter for iPhone,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,https://twitter.com/dog_rates/status/790277117346975746/photo/1,11.0,10,Bruce,None,None,None,None,floofer,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,1,boxer,10501,3106
669,790227638568808452,NaN,NaN,2016-10-23 16:25:25,Twitter for iPhone,RT @dog_rates: This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero https://t.co/2lBg3…,https://twitter.com/dog_rates/status/762699858130116608/photo/1,11.0,10,Leela,None,None,None,None,floofer,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,1,Eskimo_dog,29637,13775
670,789986466051088384,NaN,NaN,2016-10-23 00:27:05,Twitter for iPhone,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,https://twitter.com/dog_rates/status/789986466051088384/photo/1,12.0,10,Happy,None,None,None,None,floofer,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,1,golden_retriever,29669,11462
671,789960241177853952,NaN,NaN,2016-10-22 22:42:52,Twitter for iPhone,RT @dog_rates: This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.…,https://twitter.com/dog_rates/status/762464539388485633/photo/1,12.0,10,Buddy,None,None,None,None,floofer,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,1,cocker_spaniel,0,8021
672,789903600034189313,NaN,NaN,2016-10-22 18:57:48,Vine - Make a Scene,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy https://t.co/P0kSN6rT6H,https://vine.co/v/5wPT1aBxPQZ,13.0,10,Ralphy,None,None,pupper,None,pupper,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,1,Leonberg,16860,5890
673,789628658055020548,NaN,NaN,2016-10-22 00:45:17,Twitter for iPhone,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,https://twitter.com/dog_rates/status/789628658055020548/photo/1,13.0,10,Eli,None,None,None,None,floofer,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,1,Pembroke,7827,2360
674,789599242079838210,NaN,NaN,2016-10-21 22:48:24,Twitter for iPhone,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,https://twitter.com/dog_rates/status/789599242079838210/photo/1,12.0,10,Brownie,None,None,None,None,floofer,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,1,French_bulldog,6651,1447
675,789530877013393408,NaN,NaN,2016-10-21 18:16:44,Twitter for iPhone,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,https://twitter.com/dog_rates/status/789530877013393408/photo/1,12.0,10,Rizzy,None,None,None,None,floofer,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,1,Lakeland_terrier,0,3797
676,789314372632018944,NaN,NaN,2016-10-21 03:56:25,Twitter for iPhone,HE WAS JUST A LIL SLEEPY FROM BEING SUCH A GOOD DOGGI ALL THE TIME MISTAKES HAPPEN 13/10 https://t.co/G2ms0A5jWM,https://twitter.com/sebscat/status/788818328538099712,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,1,Italian_greyhound,6649,1475
677,789280767834746880,NaN,NaN,2016-10-21 01:42:53,Twitter for iPhone,RT @dog_rates: This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t…,https://twitter.com/dog_rates/status/750719632563142656/photo/1,12.0,10,Meyer,None,None,None,None,floofer,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,1,keeshond,9382,3390
678,789268448748703744,NaN,NaN,2016-10-21 00:53:56,Twitter for iPhone,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,https://twitter.com/dog_rates/status/789268448748703744/photo/1,10.0,10,Stella,None,None,None,None,floofer,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,1,Airedale,11049,3094
679,789137962068021249,NaN,NaN,2016-10-20 16:15:26,Twitter for iPhone,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,https://twitter.com/dog_rates/status/789137962068021249/photo/1,12.0,10,Bo,None,None,None,None,floofer,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,1,Pembroke,11728,3146
680,788908386943430656,NaN,NaN,2016-10-20 01:03:11,Twitter for iPhone,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",https://twitter.com/dog_rates/status/788908386943430656/photo/1,11.0,10,Lucy,None,None,None,None,floofer,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,1,miniature_pinscher,8418,1936
681,788765914992902144,NaN,NaN,2016-10-19 15:37:03,Twitter for iPhone,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,https://twitter.com/dog_rates/status/788765914992902144/photo/1,12.0,10,Butter,None,None,None,None,floofer,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,1,malamute,0,7450
682,788552643979468800,NaN,NaN,2016-10-19 01:29:35,Twitter for iPhone,RT @dog_rates: Say hello to mad pupper. You know what you did. 13/10 would pet until no longer furustrated https://t.co/u1ulQ5heLX,https://vine.co/v/iEggaEOiLO3,13.0,10,mad,None,None,pupper,None,pupper,https://pbs.twimg.com/ext_tw_video_thumb/683834825250320385/pu/img/yZdrqMlyky4KGOu6.jpg,1,Maltese_dog,28723,8886
683,788412144018661376,NaN,NaN,2016-10-18 16:11:17,Twitter for iPhone,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,https://twitter.com/dog_rates/status/788412144018661376/photo/1,11.0,10,Dexter,None,None,None,None,floofer,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,1,Mexican_hairless,0,2689
684,788178268662984705,NaN,NaN,2016-10-18 00:41:57,Twitter for iPhone,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,https://twitter.com/dog_rates/status/788178268662984705/photo/1,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CX2ISqSWYAAEtCF.jpg,1,toy_poodle,19663,6766
685,788150585577050112,NaN,NaN,2016-10-17 22:51:57,Twitter for iPhone,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,https://twitter.com/dog_rates/status/788150585577050112/photo/1,13.0,10,Leo,None,None,None,None,floofer,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,1,bluetick,11532,2858
686,788070120937619456,NaN,NaN,2016-10-17 17:32:13,Twitter for iPhone,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,https://twitter.com/dog_rates/status/761004547850530816/photo/1,11.0,10,Bo,None,None,None,None,floofer,https://pbs.twimg.com/media/CX5nR5oWsAAiclh.jpg,1,Labrador_retriever,10165,3443
688,787810552592695296,NaN,NaN,2016-10-17 00:20:47,Twitter for iPhone,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,https://twitter.com/dog_rates/status/787810552592695296/photo/1,11.0,10,Frank,None,None,None,None,floofer,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,1,chow,8625,3175
689,787717603741622272,NaN,NaN,2016-10-16 18:11:26,Twitter for iPhone,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,https://twitter.com/dog_rates/status/787717603741622272/photo/1,13.0,10,Tonks,None,None,None,puppo,puppo,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,1,kelpie,16547,5304
690,787397959788929025,NaN,NaN,2016-10-15 21:01:17,Twitter for iPhone,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,https://twitter.com/dog_rates/status/787397959788929025/photo/1,11.0,10,Moose,None,None,None,None,floofer,https://pbs.twimg.com/media/CX6_y6OU0AAl3v2.jpg,1,Chihuahua,1554,170
692,787111942498508800,NaN,NaN,2016-10-15 02:04:45,Twitter for iPhone,RT @dog_rates: This is Carl. He's very powerful. 12/10 don't mess with Carl https://t.co/v5m2bIukXc,https://vine.co/v/OEppMFbejFz,12.0,10,Carl,None,None,None,None,floofer,https://pbs.twimg.com/media/CX7Y_ByWwAEJdUy.jpg,1,soft-coated_wheaten_terrier,12266,3517
693,786963064373534720,NaN,NaN,2016-10-14 16:13:10,Twitter for iPhone,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,https://twitter.com/dog_rates/status/786963064373534720/photo/1,12.0,10,Rory,None,None,None,None,floofer,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,2,golden_retriever,7222,2025
694,786729988674449408,NaN,NaN,2016-10-14 00:47:00,Twitter for iPhone,RT @dog_rates: This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy https://t.…,https://twitter.com/dog_rates/status/759447681597108224/photo/1,11.0,10,Oakley,None,None,None,None,floofer,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,1,Pembroke,8443,2462
695,786709082849828864,NaN,NaN,2016-10-13 23:23:56,Twitter for iPhone,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",https://twitter.com/dog_rates/status/786709082849828864/photo/1,75.0,10,Logan,None,None,None,None,floofer,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,1,Labrador_retriever,9849,2233
696,786664955043049472,NaN,NaN,2016-10-13 20:28:35,Twitter for iPhone,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",https://twitter.com/dog_rates/status/786664955043049472/photo/1,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,1,Chihuahua,6587,1397
697,786595970293370880,NaN,NaN,2016-10-13 15:54:28,Twitter for iPhone,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,https://twitter.com/dog_rates/status/786595970293370880/photo/1,11.0,10,Dale,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,1,Chihuahua,7843,1819
699,786286427768250368,NaN,NaN,2016-10-12 19:24:27,Vine - Make a Scene,This is Arnie. He's afraid of his own bark. 12/10 would comfort https://t.co/ObT2tSxXit,https://vine.co/v/5XH0WqHwiFp,12.0,10,Arnie,None,None,None,None,floofer,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,1,Weimaraner,10940,3577
700,786233965241827333,NaN,NaN,2016-10-12 15:55:59,Twitter for iPhone,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,https://twitter.com/dog_rates/status/786233965241827333/photo/1,11.0,10,Mattie,None,None,None,None,floofer,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,1,miniature_schnauzer,9689,2815
702,786036967502913536,NaN,NaN,2016-10-12 02:53:11,Twitter for iPhone,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,https://twitter.com/dog_rates/status/779834332596887552/photo/1,11.0,10,Scout,None,None,None,None,floofer,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,1,Pembroke,21723,8959
703,785927819176054784,NaN,NaN,2016-10-11 19:39:28,Twitter for iPhone,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,https://twitter.com/dog_rates/status/785927819176054784/photo/1,12.0,10,Lucy,None,None,None,None,floofer,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,1,chow,32301,12372
704,785872687017132033,NaN,NaN,2016-10-11 16:00:24,Twitter for iPhone,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,https://twitter.com/dog_rates/status/785872687017132033/video/1,12.0,10,Rusty,None,None,None,None,floofer,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,1,Labrador_retriever,32468,11997
705,785639753186217984,NaN,NaN,2016-10-11 00:34:48,Twitter for iPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,https://twitter.com/dog_rates/status/785639753186217984/photo/1,10.0,10,Pinot,doggo,None,pupper,None,doggo,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,2,Border_collie,7947,2180
707,785515384317313025,NaN,NaN,2016-10-10 16:20:36,Twitter for iPhone,"Today, 10/10, should be National Dog Rates Day",nan,10.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,1,Bernese_mountain_dog,9126,2502
708,785264754247995392,NaN,NaN,2016-10-09 23:44:41,Twitter for iPhone,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,https://twitter.com/dog_rates/status/785264754247995392/photo/1,12.0,10,Doc,None,None,None,None,floofer,https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,1,Old_English_sheepdog,18219,6119
709,785170936622350336,NaN,NaN,2016-10-09 17:31:53,Twitter for iPhone,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,https://twitter.com/dog_rates/status/785170936622350336/photo/1,11.0,10,Hero,None,None,None,None,floofer,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,1,pug,0,6222
710,784826020293709826,NaN,NaN,2016-10-08 18:41:19,Twitter for iPhone,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,https://twitter.com/dog_rates/status/784826020293709826/photo/1,13.0,10,Rusty,None,None,None,None,floofer,https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg,1,Pomeranian,31558,13016
711,784517518371221505,NaN,NaN,2016-10-07 22:15:26,Twitter for iPhone,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,https://twitter.com/dog_rates/status/784517518371221505/photo/1,11.0,10,Frankie,None,None,None,None,floofer,https://pbs.twimg.com/media/CYK6kf0WMAAzP-0.jpg,2,chow,8787,2463
712,784431430411685888,NaN,NaN,2016-10-07 16:33:21,Twitter for iPhone,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,https://twitter.com/dog_rates/status/784431430411685888/photo/1,12.0,10,Stormy,None,None,None,None,floofer,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,1,Boston_bull,26027,8161
713,784183165795655680,NaN,NaN,2016-10-07 00:06:50,Vine - Make a Scene,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,https://vine.co/v/5ghHLBMMdlV,12.0,10,Reginald,None,None,None,puppo,puppo,https://pbs.twimg.com/media/CYLDikFWEAAIy1y.jpg,1,golden_retriever,8061,1548
714,784057939640352768,NaN,NaN,2016-10-06 15:49:14,Vine - Make a Scene,This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC,https://vine.co/v/5gKxeUpuKEr,12.0,10,Balto,None,None,None,None,floofer,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,1,collie,18620,5986
716,783821107061198850,NaN,NaN,2016-10-06 00:08:09,Twitter for iPhone,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,https://twitter.com/dog_rates/status/783821107061198850/photo/1,12.0,10,Mairi,None,None,None,None,floofer,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,1,Lakeland_terrier,17976,6174
717,783695101801398276,NaN,NaN,2016-10-05 15:47:27,Twitter for iPhone,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,https://twitter.com/dog_rates/status/783695101801398276/photo/1,12.0,10,Loomis,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,1,Chesapeake_Bay_retriever,0,6928
719,783391753726550016,NaN,NaN,2016-10-04 19:42:03,Twitter for iPhone,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,https://twitter.com/dog_rates/status/783391753726550016/photo/1,13.0,10,Godi,None,None,None,None,floofer,https://pbs.twimg.com/media/CYTUhn7WkAEXocW.jpg,1,Yorkshire_terrier,11263,2996
720,783347506784731136,NaN,NaN,2016-10-04 16:46:14,Twitter for iPhone,RT @dog_rates: This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,https://twitter.com/dog_rates/status/674291837063053312/photo/1,11.0,10,Kenny,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/685943751555051520/pu/img/rlBvQWaFPUMx1MTi.jpg,1,papillon,4318,1244
721,783334639985389568,NaN,NaN,2016-10-04 15:55:06,Twitter for iPhone,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,https://twitter.com/dog_rates/status/783334639985389568/photo/1,12.0,10,Dave,None,None,None,None,floofer,https://pbs.twimg.com/media/CYURBGoWYAAKey3.jpg,1,Siberian_husky,22368,6137
723,782969140009107456,NaN,NaN,2016-10-03 15:42:44,Twitter for iPhone,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,https://twitter.com/dog_rates/status/782969140009107456/photo/1,12.0,10,Cali,None,None,None,None,floofer,https://pbs.twimg.com/media/CYUwjz-UAAEcdi8.jpg,1,Rhodesian_ridgeback,9093,2325
724,782747134529531904,NaN,NaN,2016-10-03 01:00:34,Twitter for iPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,https://twitter.com/dog_rates/status/782747134529531904/photo/1,11.0,10,Deacon,doggo,None,None,None,doggo,https://pbs.twimg.com/media/CYVIToGWQAAEZ_y.jpg,1,Great_Dane,10521,3019
725,782722598790725632,NaN,NaN,2016-10-02 23:23:04,Twitter for iPhone,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",https://twitter.com/dog_rates/status/782722598790725632/photo/1,10.0,10,Penny,None,None,None,None,floofer,https://pbs.twimg.com/media/CYVXBb9WsAAwL3p.jpg,1,Pomeranian,23320,8142
726,782598640137187329,NaN,NaN,2016-10-02 15:10:30,Twitter for iPhone,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,https://twitter.com/dog_rates/status/782598640137187329/photo/1,11.0,10,Timmy,None,None,None,None,floofer,https://pbs.twimg.com/media/CYZvRttWYAE_RXc.jpg,1,pug,7756,2207
727,782305867769217024,NaN,NaN,2016-10-01 19:47:08,Twitter for iPhone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,12.0,10,Sampson,doggo,None,None,None,doggo,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,1,German_shepherd,5944,1438
728,782021823840026624,NaN,NaN,2016-10-01 00:58:26,Twitter for iPhone,RT @dog_rates: This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,https://twitter.com/dog_rates/status/707610948723478529/photo/1,12.0,10,Harper,None,None,None,None,floofer,https://pbs.twimg.com/media/CYaI5aaW8AE8Uyk.jpg,1,Yorkshire_terrier,13025,3687
729,781955203444699136,NaN,NaN,2016-09-30 20:33:43,Twitter for iPhone,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,https://twitter.com/dog_rates/status/781955203444699136/photo/1,11.0,10,Chipson,None,None,None,None,floofer,https://pbs.twimg.com/media/CYdQktMWsAEI29_.jpg,1,Labrador_retriever,6786,1917
730,781661882474196992,NaN,NaN,2016-09-30 01:08:10,Twitter for iPhone,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,https://twitter.com/dog_rates/status/781661882474196992/photo/1,5.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,1,Rottweiler,0,4116
731,781655249211752448,NaN,NaN,2016-09-30 00:41:48,Vine - Make a Scene,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/LOKrNo0OM7,https://vine.co/v/5rt6T3qm7hL,11.0,10,Combo,doggo,None,None,None,doggo,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,1,Norwich_terrier,0,129
732,781524693396357120,NaN,NaN,2016-09-29 16:03:01,Twitter for iPhone,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,https://twitter.com/dog_rates/status/781524693396357120/photo/1,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CYfCMdFWAAA44YA.jpg,1,Tibetan_mastiff,5691,1179
735,781163403222056960,NaN,NaN,2016-09-28 16:07:23,Twitter for iPhone,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",https://twitter.com/dog_rates/status/781163403222056960/photo/1,10.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CYkON6CVAAAPXAc.jpg,1,Labrador_retriever,13201,5535
737,780858289093574656,NaN,NaN,2016-09-27 19:54:58,Twitter for iPhone,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",https://twitter.com/dog_rates/status/780858289093574656/photo/1,10.0,10,Dash,None,None,None,None,floofer,https://pbs.twimg.com/media/CYka1NTWMAAOclP.jpg,2,borzoi,9501,3443
738,780800785462489090,NaN,NaN,2016-09-27 16:06:28,Twitter for iPhone,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,https://twitter.com/dog_rates/status/780800785462489090/photo/1,11.0,10,Koda,None,None,None,None,floofer,https://pbs.twimg.com/media/CYkoE10WEAAWqxm.jpg,1,beagle,0,20360
739,780601303617732608,NaN,NaN,2016-09-27 02:53:48,Twitter for iPhone,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,https://twitter.com/dog_rates/status/780601303617732608/photo/1,12.0,10,Hercules,None,None,None,None,floofer,https://pbs.twimg.com/media/CYkrNIVWcAMswmP.jpg,1,pug,12716,4029
740,780543529827336192,NaN,NaN,2016-09-26 23:04:13,Twitter for iPhone,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,https://twitter.com/dog_rates/status/780543529827336192/photo/1,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CYnS9VWW8AAeR8m.jpg,1,Great_Dane,15947,5005
